region,category,month,seasonality_index,demand_driver,source_type,notes
North America,Travel,2025-08,122,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2025-08,104,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2025-08,102,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2025-09,106,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2025-09,105,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2025-09,103,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2025-09,105,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2025-09,103,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2025-09,104,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2025-09,103,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2025-09,106,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2025-10,114,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2025-10,113,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2025-10,105,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2025-10,112,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2025-10,110,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2025-10,102,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2025-10,105,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2025-10,115,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2025-11,127,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2025-11,131,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2025-11,110,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2025-11,124,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2025-11,122,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2025-11,109,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2025-11,111,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2025-11,128,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2025-12,124,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2025-12,122,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2025-12,109,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2025-12,120,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2025-12,119,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2025-12,127,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2025-12,113,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2025-12,125,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-01,93,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-01,97,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-01,102,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-01,96,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-01,94,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-01,112,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-01,104,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-01,95,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-02,95,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-02,96,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-02,102,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-02,99,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-02,95,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-02,104,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-02,103,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-02,97,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-03,101,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-03,98,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-03,103,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-03,102,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-03,98,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-03,102,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-03,104,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-03,100,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-04,104,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-04,100,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-04,103,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-04,104,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-04,100,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-04,106,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-04,105,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-04,103,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-05,102,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-05,101,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-05,103,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-05,101,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-05,99,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-05,111,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-05,104,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-05,102,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-06,100,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-06,99,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-06,102,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-06,100,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-06,97,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-06,118,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-06,103,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-06,100,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-07,99,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-07,98,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-07,103,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-07,99,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-07,97,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-07,123,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-07,103,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-07,99,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-08,105,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-08,104,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-08,105,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-08,104,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-08,101,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-08,123,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-08,105,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-08,103,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-09,107,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-09,106,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-09,104,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-09,106,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-09,104,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-09,105,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-09,104,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-09,107,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-10,115,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-10,114,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-10,106,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-10,113,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-10,111,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-10,103,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-10,106,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-10,116,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-11,128,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-11,132,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-11,111,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-11,125,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-11,123,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-11,110,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-11,112,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-11,129,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Apparel,2026-12,125,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Electronics,2026-12,123,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,FMCG,2026-12,110,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Beauty_Personal_Care,2026-12,121,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Home,2026-12,120,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Travel,2026-12,128,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,QSR_Food_Delivery,2026-12,114,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
North America,Luxury,2026-12,126,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-01,89,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-01,93,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-01,98,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-01,92,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-01,90,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-01,108,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-01,100,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-01,91,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-02,91,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-02,92,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-02,98,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-02,95,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-02,91,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-02,100,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-02,99,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-02,93,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-03,97,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-03,94,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-03,99,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-03,98,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-03,94,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-03,98,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-03,100,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-03,96,spring / religious-calendar shifts,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-04,100,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-04,96,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-04,99,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-04,100,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-04,96,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-04,102,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-04,101,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-04,99,easter / ramadan-eid / spring uplift,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-05,98,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-05,97,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-05,99,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-05,97,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-05,95,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-05,107,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-05,100,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-05,98,pre-summer demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-06,98,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-06,97,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-06,100,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-06,98,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-06,95,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-06,116,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-06,101,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-06,98,summer and travel ramp,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-07,98,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-07,97,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-07,102,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-07,98,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-07,96,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-07,122,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-07,102,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-07,98,summer peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-08,102,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-08,101,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-08,102,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-08,101,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-08,98,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-08,120,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-08,102,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-08,100,late summer / back-to-school prep,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-09,103,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-09,102,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-09,100,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-09,102,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-09,100,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-09,101,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-09,100,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-09,103,back-to-school / autumn reset,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-10,111,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-10,110,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-10,102,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-10,109,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-10,107,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-10,99,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-10,102,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-10,112,holiday ramp / regional festival demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-11,120,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-11,124,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-11,103,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-11,117,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-11,115,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-11,102,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-11,104,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-11,121,promo peak / singles day / black friday,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2022-12,119,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2022-12,117,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2022-12,104,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2022-12,115,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2022-12,114,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2022-12,122,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2022-12,108,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2022-12,120,year-end gifting / travel peak,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2023-01,90,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2023-01,94,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2023-01,99,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2023-01,93,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2023-01,91,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2023-01,109,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2023-01,101,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2023-01,92,post-holiday reset / summer south,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Apparel,2023-02,92,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Electronics,2023-02,93,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,FMCG,2023-02,99,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Beauty_Personal_Care,2023-02,96,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Home,2023-02,92,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Travel,2023-02,101,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,QSR_Food_Delivery,2023-02,100,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
Europe,Luxury,2023-02,94,valentines / routine demand,synthetic_baseline,Index 100 = long-run monthly average for category-region pair
